"54","2012-08-08 14:41:27","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 14:39:00","FINISHED","2012-08-08 10:19:48","14"
"55","2012-08-08 14:41:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 14:41:30","FINISHED","2012-08-08 10:19:48","14"
"56","2012-08-08 14:41:48","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 14:41:40","FINISHED","2012-08-08 10:19:48","14"
"57","2012-08-08 14:43:50","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 14:41:50","FINISHED","2012-08-08 10:19:50","15"
"58","2012-08-08 14:54:13","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 14:44:00","FINISHED","2012-08-08 10:19:50","15"
"59","2012-08-08 14:54:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 14:54:20","FINISHED","2012-08-08 10:19:50","15"
"60","2012-08-08 14:56:11","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 14:54:30","FINISHED","2012-08-08 10:19:50","15"
"61","2012-08-08 14:56:29","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 14:56:20","FINISHED","2012-08-08 10:20:06","16"
"62","2012-08-08 14:57:47","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 14:56:30","FINISHED","2012-08-08 10:20:06","16"
"63","2012-08-08 14:57:50","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 14:57:50","FINISHED","2012-08-08 10:20:06","16"
"64","2012-08-08 14:58:06","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 14:58:00","FINISHED","2012-08-08 10:20:06","16"
"65","2012-08-08 14:58:17","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 14:58:10","FINISHED","2012-08-08 10:20:09","17"
"66","2012-08-08 14:58:24","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 14:58:20","FINISHED","2012-08-08 10:20:09","17"
"67","2012-08-08 14:58:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 14:58:30","FINISHED","2012-08-08 10:20:09","17"
"68","2012-08-08 14:58:43","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 14:58:40","FINISHED","2012-08-08 10:20:09","17"
"69","2012-08-08 14:59:34","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 14:58:50","FINISHED","2012-08-08 10:20:22","18"
"70","2012-08-08 15:21:05","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 14:59:40","FINISHED","2012-08-08 10:20:22","18"
"71","2012-08-08 15:21:11","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 15:21:10","FINISHED","2012-08-08 10:20:22","18"
"72","2012-08-08 15:26:23","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 15:21:20","FINISHED","2012-08-08 10:20:22","18"
"73","2012-08-08 15:31:50","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 15:26:30","FINISHED","2012-08-08 10:20:24","19"
"74","2012-08-08 15:39:00","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 15:32:00","FINISHED","2012-08-08 10:20:24","19"
"75","2012-08-08 15:39:11","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 15:39:10","FINISHED","2012-08-08 10:20:24","19"
"76","2012-08-08 15:43:40","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 15:39:20","FINISHED","2012-08-08 10:20:24","19"
"77","2012-08-08 15:45:07","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 15:43:50","FINISHED","2012-08-08 10:20:35","20"
"78","2012-08-08 15:48:08","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 15:45:10","FINISHED","2012-08-08 10:20:35","20"
"79","2012-08-08 15:48:10","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 15:48:10","FINISHED","2012-08-08 10:20:35","20"
"80","2012-08-08 15:48:57","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 15:48:20","FINISHED","2012-08-08 10:20:35","20"
"81","2012-08-08 15:52:03","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 15:49:00","FINISHED","2012-08-08 10:20:37","21"
"82","2012-08-08 16:50:48","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 15:52:10","FINISHED","2012-08-08 10:20:37","21"
"83","2012-08-08 16:50:50","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 16:50:50","FINISHED","2012-08-08 10:20:37","21"
"84","2012-08-08 17:19:25","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 16:51:00","FINISHED","2012-08-08 10:20:37","21"
"85","2012-08-08 17:20:05","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 17:19:30","FINISHED","2012-08-08 10:20:46","22"
"86","2012-08-08 17:39:24","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 17:20:10","FINISHED","2012-08-08 10:20:46","22"
"87","2012-08-08 17:39:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 17:39:30","FINISHED","2012-08-08 10:20:46","22"
"88","2012-08-08 17:42:50","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 17:39:40","FINISHED","2012-08-08 10:20:46","22"
"89","2012-08-08 17:45:38","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 17:43:00","FINISHED","2012-08-08 10:20:54","23"
"90","2012-08-08 18:39:11","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 17:45:40","FINISHED","2012-08-08 10:20:54","23"
"91","2012-08-08 18:39:21","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 18:39:20","FINISHED","2012-08-08 10:20:54","23"
"92","2012-08-08 19:01:13","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 18:39:30","FINISHED","2012-08-08 10:20:54","23"
"93","2012-08-08 19:06:56","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 19:01:20","FINISHED","2012-08-08 10:20:56","24"
"94","2012-08-08 19:07:36","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 19:07:00","FINISHED","2012-08-08 10:20:56","24"
"95","2012-08-08 19:07:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 19:07:40","FINISHED","2012-08-08 10:20:56","24"
"96","2012-08-08 19:08:01","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 19:07:50","FINISHED","2012-08-08 10:20:56","24"
"97","2012-08-08 19:13:43","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 19:08:10","FINISHED","2012-08-08 10:20:58","25"
"98","2012-08-08 19:29:26","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 19:13:50","FINISHED","2012-08-08 10:20:58","25"
"99","2012-08-08 19:29:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 19:29:30","FINISHED","2012-08-08 10:20:58","25"
"100","2012-08-08 19:33:31","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 19:29:40","FINISHED","2012-08-08 10:20:58","25"
"101","2012-08-08 19:34:00","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 19:33:40","FINISHED","2012-08-08 10:21:10","26"
"102","2012-08-08 19:39:18","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 19:34:10","FINISHED","2012-08-08 10:21:10","26"
"103","2012-08-08 19:39:21","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 19:39:20","FINISHED","2012-08-08 10:21:10","26"
"104","2012-08-08 20:02:45","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 19:39:30","FINISHED","2012-08-08 10:21:10","26"
"105","2012-08-08 20:03:43","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 20:02:50","FINISHED","2012-08-08 10:21:18","27"
"106","2012-08-08 20:04:23","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 20:03:50","FINISHED","2012-08-08 10:21:18","27"
"107","2012-08-08 20:04:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 20:04:30","FINISHED","2012-08-08 10:21:18","27"
"108","2012-08-08 20:04:51","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 20:04:40","FINISHED","2012-08-08 10:21:18","27"
"109","2012-08-08 20:05:24","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 20:05:00","FINISHED","2012-08-08 10:21:21","28"
"110","2012-08-08 20:07:16","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 20:05:30","FINISHED","2012-08-08 10:21:21","28"
"111","2012-08-08 20:07:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 20:07:20","FINISHED","2012-08-08 10:21:21","28"
"112","2012-08-08 20:07:38","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 20:07:30","FINISHED","2012-08-08 10:21:21","28"
"113","2012-08-08 20:07:48","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 20:07:40","FINISHED","2012-08-08 10:21:23","29"
"114","2012-08-08 20:08:27","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 20:07:50","FINISHED","2012-08-08 10:21:23","29"
"115","2012-08-08 20:08:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 20:08:30","FINISHED","2012-08-08 10:21:23","29"
"116","2012-08-08 20:08:55","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 20:08:40","FINISHED","2012-08-08 10:21:23","29"
"117","2012-08-08 20:10:14","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 20:09:00","FINISHED","2012-08-08 10:21:34","30"
"118","2012-08-08 20:40:10","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 20:10:20","FINISHED","2012-08-08 10:21:34","30"
"119","2012-08-08 20:40:29","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 20:40:20","FINISHED","2012-08-08 10:21:34","30"
"120","2012-08-08 21:06:11","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 20:40:30","FINISHED","2012-08-08 10:21:34","30"
"121","2012-08-08 21:07:59","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 21:06:20","FINISHED","2012-08-08 10:21:41","31"
"122","2012-08-08 21:23:21","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 21:08:00","FINISHED","2012-08-08 10:21:41","31"
"123","2012-08-08 21:23:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 21:23:30","FINISHED","2012-08-08 10:21:41","31"
"124","2012-08-08 21:33:02","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 21:23:40","FINISHED","2012-08-08 10:21:41","31"
"125","2012-08-08 21:36:34","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 21:33:10","FINISHED","2012-08-08 10:21:46","32"
"126","2012-08-08 22:38:46","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 21:36:40","FINISHED","2012-08-08 10:21:46","32"
"127","2012-08-08 22:38:50","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 22:38:50","FINISHED","2012-08-08 10:21:46","32"
"128","2012-08-08 22:52:05","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 22:39:00","FINISHED","2012-08-08 10:21:46","32"
"129","2012-08-08 22:57:07","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 22:52:10","FINISHED","2012-08-08 10:21:48","33"
"130","2012-08-08 22:58:32","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 22:57:10","FINISHED","2012-08-08 10:21:48","33"
"131","2012-08-08 22:58:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 22:58:40","FINISHED","2012-08-08 10:21:48","33"
"132","2012-08-08 22:59:04","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 22:58:50","FINISHED","2012-08-08 10:21:48","33"
"133","2012-08-08 22:59:21","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 22:59:10","FINISHED","2012-08-08 10:21:50","34"
"134","2012-08-08 22:59:35","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 22:59:30","FINISHED","2012-08-08 10:21:50","34"
"135","2012-08-08 22:59:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 22:59:40","FINISHED","2012-08-08 10:21:50","34"
"136","2012-08-08 22:59:51","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 22:59:50","FINISHED","2012-08-08 10:21:50","34"
"137","2012-08-08 23:00:05","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:00:00","FINISHED","2012-08-08 10:21:57","35"
"138","2012-08-08 23:00:17","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:00:10","FINISHED","2012-08-08 10:21:57","35"
"139","2012-08-08 23:00:20","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:00:20","FINISHED","2012-08-08 10:21:57","35"
"140","2012-08-08 23:00:31","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:00:30","FINISHED","2012-08-08 10:21:57","35"
"141","2012-08-08 23:00:42","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:00:40","FINISHED","2012-08-08 10:22:02","36"
"142","2012-08-08 23:00:55","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:00:50","FINISHED","2012-08-08 10:22:02","36"
"143","2012-08-08 23:01:00","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:01:00","FINISHED","2012-08-08 10:22:02","36"
"144","2012-08-08 23:01:10","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:01:10","FINISHED","2012-08-08 10:22:02","36"
"145","2012-08-08 23:02:11","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:01:20","FINISHED","2012-08-08 10:22:05","37"
"146","2012-08-08 23:06:30","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:02:20","FINISHED","2012-08-08 10:22:05","37"
"147","2012-08-08 23:06:40","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:06:40","FINISHED","2012-08-08 10:22:05","37"
"148","2012-08-08 23:11:08","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:06:50","FINISHED","2012-08-08 10:22:05","37"
"149","2012-08-08 23:11:12","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:11:10","FINISHED","2012-08-08 10:22:12","38"
"150","2012-08-08 23:11:22","Parse SCM logs","1","org.metricminer.tasks.scm.ParseSCMLogTaskFactory","2012-08-08 23:11:20","FINISHED","2012-08-08 10:22:12","38"
"151","2012-08-08 23:11:30","Remove source code directory","2","org.metricminer.tasks.scm.RemoveSourceDirectoryTaskFactory","2012-08-08 23:11:30","FINISHED","2012-08-08 10:22:12","38"
"152","2012-08-08 23:11:40","Calculate all metrics","3","org.metricminer.tasks.metric.CalculateAllMetricsTaskFactory","2012-08-08 23:11:40","FINISHED","2012-08-08 10:22:12","38"
"153","2012-08-08 23:13:30","Clone SCM","0","org.metricminer.tasks.scm.SCMCloneTaskFactory","2012-08-08 23:11:50","FINISHED","2012-08-08 10:22:34","39"
